episodes,log-sigs-mean,episode-length-std,log-pi-max,FinalGoalDistanceMin,time-eval,return-min,qf1-std,FinalArmDistanceAvg,epoch,FinalGoalDistanceStd,policy-mus-std,vf-std,max-path-return,policy-mus-min,log-sigs-max,FinalArmDistanceStd,qf2-avg,time-train,last-path-return,log-sigs-std,FinalArmDistanceMin,time-sample,vf-avg,log-pi-mean,episode-length-avg,mean-qf-diff,mean-sq-bellman-error2,time-total,mean-sq-bellman-error1,FinalGoalDistanceMax,qf1-avg,return-max,FinalGoalDistanceAvg,return-std,qf2-std,log-pi-min,pool-size,policy-mus-mean,FinalArmDistanceMax,episode-length-max,policy-mus-max,total-samples,return-average,log-pi-std,episode-length-min,log-sigs-min
413,-0.23551,0.0,-1.9835,0.0463851525344,5.010309503999451,-166.866661282,49.5943,0.125939625054,123,0.0,0.199903,49.5322,[-343.1908926],-0.714985,-0.117452,0.0,-50.621,4.660822780035232,[-609.72760647],0.0520379,0.125939625054,1.7260716519995185,-48.7004,-3.3508,300.0,0.616036,0.379033,1314.2893587850558,0.446927,0.0463851525344,-50.621,-166.866661282,0.0463851525344,0.0,49.5943,-9.15394,124000,-0.0648194,0.125939625054,300,0.382223,124000,-166.866661282,1.0383,300,-0.325796
416,-0.234258,0.0,-1.98086,1.97971016427,5.00188834599976,-607.029920783,46.2494,0.396854956494,124,0.0,0.183243,46.4404,[-343.1908926],-0.654827,-0.0878253,0.0,-51.2978,4.157031891993029,[-510.1090057],0.0584404,0.396854956494,1.5138571769693954,-49.717,-3.44367,300.0,0.604455,0.482155,1324.966898459017,0.631032,1.97971016427,-51.2978,-607.029920783,1.97971016427,0.0,46.2494,-9.86959,125000,-0.0533769,0.396854956494,300,0.408948,125000,-607.029920783,1.20166,300,-0.324875
420,-0.241093,0.0,-2.01125,1.94164101832,5.007643195000128,-604.895299139,43.3282,0.72932716338,125,0.0,0.189947,43.4058,[-343.1908926],-0.694086,-0.102557,0.0,-57.8955,3.6562625230017147,[-774.75954317],0.0528463,0.72932716338,1.2430000589847623,-56.1009,-3.45901,300.0,0.699152,0.90591,1334.8741186960015,1.0707,1.94164101832,-57.8955,-604.895299139,1.94164101832,0.0,43.3282,-7.8026,126000,-0.0698958,0.72932716338,300,0.399083,126000,-604.895299139,1.06882,300,-0.334078
423,-0.238238,0.0,-2.02845,0.107826194848,5.011322719999953,-160.717567075,52.6677,0.133737892063,126,0.0,0.190848,52.6322,[-343.1908926],-0.784059,-0.0850358,0.0,-52.0817,3.7086405950012704,[-767.43083138],0.0553352,0.133737892063,1.3771878149709664,-50.2551,-3.62716,300.0,0.533949,0.385486,1344.974320136971,0.32185,0.107826194848,-52.0817,-160.717567075,0.107826194848,0.0,52.6677,-8.75006,127000,-0.0753365,0.133737892063,300,0.449337,127000,-160.717567075,1.28042,300,-0.332622
426,-0.236116,0.0,-1.91345,0.0724583341709,5.021605047999401,-156.308115671,47.7693,0.12296997241,127,0.0,0.191552,47.478,[-343.1908926],-0.839515,-0.117385,0.0,-50.5504,4.2073796540225885,[-644.69203317],0.054699,0.12296997241,1.5296155269898009,-48.4608,-3.47465,300.0,0.655156,0.64005,1355.7157786169846,0.703237,0.0724583341709,-50.5504,-156.308115671,0.0724583341709,0.0,47.7693,-6.67636,128000,-0.080004,0.12296997241,300,0.342105,128000,-156.308115671,1.06124,300,-0.328988
430,-0.234144,0.0,-1.92738,1.59592820209,5.003533974000675,-500.716321506,48.6843,0.612603736506,128,0.0,0.178735,48.8743,[-343.1908926],-0.657069,-0.0976055,0.0,-53.4128,4.781518796004093,[-519.78378442],0.0547846,0.612603736506,1.834293224999783,-52.3941,-3.59912,300.0,0.689952,0.697047,1367.3402166199885,1.20827,1.59592820209,-53.4128,-500.716321506,1.59592820209,0.0,48.6843,-8.51653,129000,-0.0528664,0.612603736506,300,0.392145,129000,-500.716321506,1.30713,300,-0.318355
433,-0.226119,0.0,-2.11361,0.038446025579,5.0085646899988205,-177.632948802,49.9624,0.116804717,129,0.0,0.184582,49.9012,[-343.1908926],-0.801619,-0.11028,0.0,-52.4616,3.8744817349816003,[-807.41115554],0.0546715,0.116804717,1.3773511159870395,-50.3248,-3.50427,300.0,0.599646,0.871269,1377.6067402389526,0.562931,0.038446025579,-52.4616,-177.632948802,0.038446025579,0.0,49.9624,-7.87143,130000,-0.0433252,0.116804717,300,0.482755,130000,-177.632948802,1.13206,300,-0.311911
436,-0.240129,0.0,-2.0406,1.83603268761,5.016473996000059,-565.810899522,51.6034,0.466261513611,130,0.0,0.184669,51.4227,[-343.1908926],-0.792085,-0.108818,0.0,-56.1128,4.202636152023842,[-768.30083412],0.0555897,0.466261513611,1.5046902550348022,-54.3104,-3.45593,300.0,0.60131,0.72015,1388.3160386760137,0.674748,1.83603268761,-56.1128,-565.810899522,1.83603268761,0.0,51.6034,-8.75286,131000,-0.0509244,0.466261513611,300,0.439768,131000,-565.810899522,1.22024,300,-0.336497
440,-0.241349,0.0,-2.00122,1.7525678295,5.007199812000181,-540.451615095,48.5849,0.459421434231,131,0.0,0.187704,48.4168,[-343.1908926],-0.714847,-0.110548,0.0,-51.8184,4.873738356929607,[-828.17950387],0.0551908,0.459421434231,1.8539936270099133,-49.463,-3.6149,300.0,0.523875,0.72231,1400.049405784952,0.868793,1.7525678295,-51.8184,-540.451615095,1.7525678295,0.0,48.5849,-7.729,132000,-0.0638027,0.459421434231,300,0.374475,132000,-540.451615095,1.15765,300,-0.331627
443,-0.235078,0.0,-2.01124,0.0754594042959,5.0062820829989505,-162.091474318,51.9529,0.130141012799,132,0.0,0.186879,51.9007,[-343.1908926],-0.624039,-0.104969,0.0,-46.1572,4.171084548022918,[-813.05503405],0.05844,0.130141012799,1.4879656360026274,-44.2685,-3.66843,300.0,0.656672,0.534731,1410.717462919978,0.775974,0.0754594042959,-46.1572,-162.091474318,0.0754594042959,0.0,51.9529,-10.8303,133000,-0.077558,0.130141012799,300,0.357927,133000,-162.091474318,1.4495,300,-0.326128
446,-0.236132,0.0,-1.95328,1.70194570555,5.004666393000662,-526.760047815,54.0923,0.432886094875,133,0.0,0.173304,54.1471,[-343.1908926],-0.685105,-0.118032,0.0,-51.654,3.7200212410407403,[-422.8622205],0.0552141,0.432886094875,1.3841688250158768,-50.2952,-3.57839,300.0,0.559416,0.533817,1420.8312312470352,0.510482,1.70194570555,-51.654,-526.760047815,1.70194570555,0.0,54.0923,-8.54833,134000,-0.0571192,0.432886094875,300,0.348725,134000,-526.760047815,1.27417,300,-0.33211
450,-0.233246,0.0,-2.09559,0.0816253242335,5.0117136419994495,-263.423771922,48.5607,0.127765147629,134,0.0,0.174211,48.4314,[-343.1908926],-0.635703,-0.0809929,0.0,-57.7692,3.8659280589636182,[-811.45533946],0.0537471,0.127765147629,1.3295753440106637,-56.3207,-3.54896,300.0,0.50426,0.33523,1431.0283205260075,0.420873,0.0816253242335,-57.7692,-263.423771922,0.0816253242335,0.0,48.5607,-9.7571,135000,-0.0411149,0.127765147629,300,0.33879,135000,-263.423771922,1.19007,300,-0.317353
453,-0.237641,0.0,-1.91555,1.83528654489,5.00761718800095,-568.548327441,51.6165,0.558653112257,135,0.0,0.200766,51.4717,[-343.1908926],-0.642495,-0.0930608,0.0,-39.5,4.44302166100897,[-452.61912151],0.0593067,0.558653112257,1.6276402629737277,-37.2631,-3.67063,300.0,0.625567,1.02961,1442.105254449989,0.843083,1.83528654489,-39.5,-568.548327441,1.83528654489,0.0,51.6165,-8.00945,136000,-0.0779632,0.558653112257,300,0.448661,136000,-568.548327441,1.33384,300,-0.329221
456,-0.240418,0.0,-1.93097,1.76856368616,5.010971734998748,-546.2175578,50.9037,0.477300955925,136,0.0,0.172257,50.7435,[-343.1908926],-0.691261,-0.1034,0.0,-53.8652,4.469174260004365,[-853.95059776],0.0563343,0.477300955925,1.6461964009831718,-51.8668,-3.38659,300.0,0.669362,0.471039,1453.2297032559745,0.659249,1.76856368616,-53.8652,-546.2175578,1.76856368616,0.0,50.9037,-6.48545,137000,-0.058073,0.477300955925,300,0.340101,137000,-546.2175578,0.998837,300,-0.339798
460,-0.252076,0.0,-1.91831,0.0474237210535,5.004793351999979,-186.16837442,47.3263,0.13758293737,137,0.0,0.188434,47.3182,[-343.1908926],-0.77993,-0.0832665,0.0,-51.4442,4.240296629965087,[-464.23538427],0.0581751,0.13758293737,1.4995344899616612,-48.7404,-3.3522,300.0,0.692853,0.863562,1463.974547813903,1.04982,0.0474237210535,-51.4442,-186.16837442,0.0474237210535,0.0,47.3263,-7.65806,138000,-0.0777608,0.13758293737,300,0.426836,138000,-186.16837442,1.11727,300,-0.344933
463,-0.233858,0.0,-2.09935,0.109672820056,5.013810836999255,-169.847641163,51.9071,0.12115200496,138,0.0,0.194084,51.5396,[-343.1908926],-0.643827,-0.0809751,0.0,-48.4234,5.004301795039282,[-458.00195633],0.0587909,0.12115200496,1.9711900430083915,-46.8024,-3.48746,300.0,0.589149,0.457938,1475.97022689995,0.370909,0.109672820056,-48.4234,-169.847641163,0.109672820056,0.0,51.9071,-10.7194,139000,-0.0510953,0.12115200496,300,0.404645,139000,-169.847641163,1.26866,300,-0.344025
466,-0.249298,0.0,-1.9286,0.0458799224521,5.018433694000123,-158.83629437,47.2774,0.125588125493,139,0.0,0.176609,47.23,[-343.1908926],-0.634592,-0.120411,0.0,-56.6278,4.225906886989833,[-485.48937322],0.0561489,0.125588125493,1.5347545290223934,-54.7738,-3.49392,300.0,0.48161,0.44798,1486.7306513039603,0.39903,0.0458799224521,-56.6278,-158.83629437,0.0458799224521,0.0,47.2774,-11.0194,140000,-0.0477684,0.125588125493,300,0.384254,140000,-158.83629437,1.3501,300,-0.343885
470,-0.239315,0.0,-2.04745,1.96080696938,4.998371314000906,-607.258263452,53.0626,0.587606715706,140,0.0,0.200796,52.6099,[-343.1908926],-0.850166,-0.111014,0.0,-48.1624,3.7870435239765357,[-830.02213102],0.0573438,0.587606715706,1.3647081429826358,-45.344,-3.40882,300.0,0.553325,0.449645,1496.8824932899206,0.606857,1.96080696938,-48.1624,-607.258263452,1.96080696938,0.0,53.0626,-7.47672,141000,-0.0695853,0.587606715706,300,0.455978,141000,-607.258263452,1.12551,300,-0.338156
473,-0.235044,0.0,-2.00653,1.96222167875,5.004921005000142,-604.463568272,51.7021,0.486960683835,141,0.0,0.188537,51.662,[-343.1908926],-0.758331,-0.0866263,0.0,-49.0434,3.650048556019101,[-357.08798237],0.0546162,0.486960683835,1.2371312040395424,-46.6115,-3.61442,300.0,0.561743,0.343434,1506.7720965969802,0.358917,1.96222167875,-49.0434,-604.463568272,1.96222167875,0.0,51.7021,-10.4263,142000,-0.0528422,0.486960683835,300,0.399974,142000,-604.463568272,1.35841,300,-0.341665
476,-0.242008,0.0,-1.98386,0.896449946812,5.002710110000407,-520.067705588,46.5073,0.117470587765,142,0.0,0.192458,46.5703,[-343.1908926],-0.721333,-0.100454,0.0,-59.6929,4.205045342027006,[-452.92176109],0.0575247,0.117470587765,1.499909939004283,-57.9972,-3.51278,300.0,0.591551,0.619548,1517.4828602940124,0.418831,0.896449946812,-59.6929,-520.067705588,0.896449946812,0.0,46.5073,-7.20738,143000,-0.0464098,0.117470587765,300,0.483789,143000,-520.067705588,1.12835,300,-0.352924
480,-0.243274,0.0,-2.00739,0.0335531381348,5.00997185199958,-180.92923354,52.7793,0.130834030106,143,0.0,0.210276,52.7262,[-343.1908926],-0.939065,-0.112653,0.0,-49.1363,4.933346967010948,[-501.4542888],0.0599845,0.130834030106,1.8632992029870366,-46.6034,-3.54936,300.0,0.55341,0.745954,1529.2824903420096,0.720317,0.0335531381348,-49.1363,-180.92923354,0.0335531381348,0.0,52.7793,-8.51146,144000,-0.0797324,0.130834030106,300,0.514809,144000,-180.92923354,1.20739,300,-0.364862
483,-0.233238,0.0,-2.01511,0.00511990706323,5.002425433000099,-224.197268839,53.8924,0.131480956935,144,0.0,0.195244,53.9506,[-343.1908926],-0.630462,-0.102498,0.0,-42.7906,4.172258303988201,[-839.13261491],0.0615735,0.131480956935,1.510975280945786,-41.0462,-3.51743,300.0,0.610131,0.395795,1539.9812775749451,0.885495,0.00511990706323,-42.7906,-224.197268839,0.00511990706323,0.0,53.8924,-7.10496,145000,-0.0649789,0.131480956935,300,0.500899,145000,-224.197268839,1.13994,300,-0.351114
486,-0.237183,0.0,-1.93772,0.0316892286996,5.020003431000077,-149.86810168,51.823,0.129731752453,145,0.0,0.189935,51.8332,[-343.1908926],-0.688194,-0.0997532,0.0,-49.8221,4.901994999021554,[-467.48733602],0.0597085,0.129731752453,1.9257987780056283,-47.4192,-3.62478,300.0,0.512491,0.825717,1551.8157377899715,0.591742,0.0316892286996,-49.8221,-149.86810168,0.0316892286996,0.0,51.823,-7.64334,146000,-0.0496157,0.129731752453,300,0.478958,146000,-149.86810168,1.16589,300,-0.368107
490,-0.244052,0.0,-1.91024,1.98872836957,5.005814444000862,-611.505297039,54.789,0.47925796485,146,0.0,0.193273,54.6278,[-343.1908926],-0.620889,-0.106509,0.0,-45.6253,3.9276352199995017,[-425.58026931],0.0651632,0.47925796485,1.4270947089898982,-43.565,-3.38869,300.0,0.585157,0.651954,1562.1784717749633,0.598264,1.98872836957,-45.6253,-611.505297039,1.98872836957,0.0,54.789,-8.22225,147000,-0.052862,0.47925796485,300,0.497147,147000,-611.505297039,1.13215,300,-0.363135
493,-0.241384,0.0,-1.93874,0.0520844210323,5.010369650999564,-136.750087006,51.1903,0.133549574875,147,0.0,0.213541,51.0842,[-343.1908926],-0.832497,-0.107645,0.0,-47.1653,4.327541183010908,[-412.90432562],0.0549088,0.133549574875,1.5837003490159987,-45.6283,-3.6802,300.0,0.652213,0.79813,1573.10250308799,1.24202,0.0520844210323,-47.1653,-136.750087006,0.0520844210323,0.0,51.1903,-9.04761,148000,-0.0817996,0.133549574875,300,0.429398,148000,-136.750087006,1.30256,300,-0.357528
496,-0.248192,0.0,-1.96514,0.0313202401963,5.013431557999866,-183.718130434,53.4198,0.1255614797,148,0.0,0.206177,53.5278,[-343.1908926],-0.870239,-0.10152,0.0,-47.9716,3.6810371829924406,[-449.56801706],0.0613871,0.1255614797,1.3329048969535506,-46.126,-3.38804,300.0,0.519317,0.533363,1583.1226862569383,0.366042,0.0313202401963,-47.9716,-183.718130434,0.0313202401963,0.0,53.4198,-8.98121,149000,-0.063725,0.1255614797,300,0.416251,149000,-183.718130434,1.27752,300,-0.368986
500,-0.242334,0.0,-1.97507,0.000796345739033,5.008393312000408,-142.958228412,57.0212,0.127403521405,149,0.0,0.213668,56.9887,[-343.1908926],-0.806633,-0.106009,0.0,-41.8057,3.6710382770070282,[-344.88123928],0.0629588,0.127403521405,1.236927702990215,-40.3037,-3.5382,300.0,0.626373,0.976435,1593.0273431819369,1.21507,0.000796345739033,-41.8057,-142.958228412,0.000796345739033,0.0,57.0212,-8.29595,150000,-0.0627544,0.127403521405,300,0.556239,150000,-142.958228412,1.07142,300,-0.346063
503,-0.252578,0.0,-1.98898,0.0140043326393,5.005931580999459,-124.334390625,54.8656,0.126976676546,150,0.0,0.211793,54.8046,[-343.1908926],-0.86246,-0.124347,0.0,-49.4222,4.997001392996026,[-508.00241116],0.0595305,0.126976676546,1.915681308008061,-47.5561,-3.47325,300.0,0.551416,0.576329,1604.960428707942,1.10029,0.0140043326393,-49.4222,-124.334390625,0.0140043326393,0.0,54.8656,-6.25208,151000,-0.0596498,0.126976676546,300,0.578051,151000,-124.334390625,0.983219,300,-0.361803
506,-0.239727,0.0,-1.94786,0.0491886258727,5.021015376001742,-213.975863647,59.8452,0.113545785534,151,0.0,0.200965,59.6336,[-343.1908926],-0.686003,-0.124121,0.0,-44.9145,4.196991035008978,[-843.58742694],0.0559195,0.113545785534,1.5407014149459428,-43.198,-3.56367,300.0,0.626981,0.978326,1615.7030510158966,1.12452,0.0491886258727,-44.9145,-213.975863647,0.0491886258727,0.0,59.8452,-9.07014,152000,-0.053833,0.113545785534,300,0.43444,152000,-213.975863647,1.31153,300,-0.350646
510,-0.243419,0.0,-1.90353,0.0323659615007,5.002038214001004,-155.675251277,58.2288,0.118580846934,152,0.0,0.216955,57.8275,[-343.1908926],-0.682841,-0.0681155,0.0,-46.0344,4.502771508981823,[-844.41989946],0.0650209,0.118580846934,1.637346973948297,-44.2594,-3.57718,300.0,0.692405,0.709697,1626.8450833148272,0.861208,0.0323659615007,-46.0344,-155.675251277,0.0323659615007,0.0,58.2288,-10.7641,153000,-0.0459515,0.118580846934,300,0.512324,153000,-155.675251277,1.40766,300,-0.371101
513,-0.247,0.0,-1.98027,0.0277107138613,5.012712007999653,-123.846934617,52.9366,0.232664096519,153,0.0,0.233825,53.0677,[-343.1908926],-0.876531,-0.104678,0.0,-45.0545,4.326610315971266,[-862.47640279],0.061874,0.232664096519,1.5746485970157664,-43.5277,-3.48769,300.0,0.648839,0.698127,1637.7502488838127,0.979366,0.0277107138613,-45.0545,-123.846934617,0.0277107138613,0.0,52.9366,-9.59932,154000,-0.0886907,0.232664096519,300,0.455229,154000,-123.846934617,1.26966,300,-0.360999
516,-0.25743,0.0,-1.94223,0.0458277244724,4.99499915999877,-122.37030232,51.8936,0.117572657777,154,0.0,0.182908,52.1408,[-343.1908926],-0.825965,-0.112049,0.0,-54.3517,4.195876491005038,[-434.45416518],0.0623793,0.117572657777,1.536998200994276,-53.0037,-3.46721,300.0,0.462492,0.249896,1648.4777066358092,0.230484,0.0458277244724,-54.3517,-122.37030232,0.0458277244724,0.0,51.8936,-6.79025,155000,-0.0611907,0.117572657777,300,0.415138,155000,-122.37030232,1.07363,300,-0.372638
520,-0.246839,0.0,-1.83259,0.0178801530906,5.010101091998877,-135.831640805,56.0881,0.134616940745,155,0.0,0.225724,56.4541,[-343.1908926],-0.846733,-0.106153,0.0,-46.9939,4.991272333003508,[-824.85518167],0.0637899,0.134616940745,1.9559710710200306,-45.7273,-3.59739,300.0,0.885445,0.853857,1660.4375405408318,2.653,0.0178801530906,-46.9939,-135.831640805,0.0178801530906,0.0,56.0881,-7.93476,156000,-0.0807175,0.134616940745,300,0.630705,156000,-135.831640805,1.21701,300,-0.368251
523,-0.244315,0.0,-1.87413,0.0264793228283,5.005016702998546,-196.333240381,52.9408,0.125184026297,156,0.0,0.249682,52.8271,[-343.1908926],-0.860735,-0.100638,0.0,-43.2485,3.6838202469625685,[-407.78378155],0.0678941,0.125184026297,1.247026592031034,-41.0784,-3.46507,300.0,0.624098,1.17656,1670.3782264028232,1.23309,0.0264793228283,-43.2485,-196.333240381,0.0264793228283,0.0,52.9408,-7.92755,157000,-0.0797429,0.125184026297,300,0.684069,157000,-196.333240381,1.11309,300,-0.375477
526,-0.246786,0.0,-1.89743,1.96068032222,5.015219789000184,-601.801560914,52.4682,0.397246959376,157,0.0,0.235738,52.1775,[-343.1908926],-0.832595,-0.114911,0.0,-52.9974,3.73033912100982,[-845.37924705],0.0626283,0.397246959376,1.2880465449761687,-51.3599,-3.53059,300.0,0.710632,0.656093,1680.4100018268127,1.11146,1.96068032222,-52.9974,-601.801560914,1.96068032222,0.0,52.4682,-6.49141,158000,-0.0354609,0.397246959376,300,0.646802,158000,-601.801560914,1.04294,300,-0.393322
530,-0.252336,0.0,-1.85447,0.00894665065037,5.020266748000722,-111.148195161,58.0521,0.128058616107,158,0.0,0.217415,58.0494,[-343.1908926],-0.881467,-0.116231,0.0,-44.7969,4.1346648409762565,[-444.41678828],0.0722565,0.128058616107,1.5408413680579542,-42.4363,-3.55032,300.0,0.731192,0.523608,1691.1047139488437,0.601889,0.00894665065037,-44.7969,-111.148195161,0.00894665065037,0.0,58.0521,-8.24114,159000,-0.065937,0.128058616107,300,0.629415,159000,-111.148195161,1.23785,300,-0.393926
533,-0.253322,0.0,-1.84205,0.0120588568191,5.013386701000854,-250.535949019,59.0957,0.135351659492,159,0.0,0.228157,58.8671,[-343.1908926],-0.834212,-0.119423,0.0,-45.7932,4.2358713730118325,[-460.80478966],0.0664444,0.135351659492,1.5188245389617805,-43.7063,-3.46421,300.0,0.766483,0.981421,1701.8655105438174,1.30249,0.0120588568191,-45.7932,-250.535949019,0.0120588568191,0.0,59.0957,-7.40541,160000,-0.0629332,0.135351659492,300,0.566979,160000,-250.535949019,1.13988,300,-0.37245
536,-0.240961,0.0,-1.98362,0.0208938416782,5.020154363999609,-144.905606924,60.5346,0.147989670152,160,0.0,0.263129,60.0158,[-343.1908926],-0.944966,-0.116961,0.0,-33.2334,4.9992284439722425,[-847.91527001],0.0669085,0.147989670152,1.9161765310018382,-31.5077,-3.53786,300.0,0.893733,1.66368,1713.7999488097903,1.05558,0.0208938416782,-33.2334,-144.905606924,0.0208938416782,0.0,60.5346,-8.90058,161000,-0.103964,0.147989670152,300,0.843056,161000,-144.905606924,1.21817,300,-0.378281
540,-0.256979,0.0,-1.92671,0.017679082848,5.011651955001071,-129.078431766,56.2729,0.180384743857,161,0.0,0.235295,56.1597,[-343.1908926],-0.814057,-0.104291,0.0,-41.9922,4.177748062020328,[-840.54888996],0.0705959,0.180384743857,1.5135967190162773,-40.1475,-3.49708,300.0,0.593976,0.430261,1724.492412993828,0.442579,0.017679082848,-41.9922,-129.078431766,0.017679082848,0.0,56.2729,-6.7828,162000,-0.0500729,0.180384743857,300,0.603253,162000,-129.078431766,1.12737,300,-0.392958
543,-0.248908,0.0,-1.91236,0.0188999091132,5.00118348399883,-208.877448123,56.7443,0.135148711089,162,0.0,0.241704,57.0028,[-343.1908926],-0.904152,-0.0983281,0.0,-41.4682,4.737508911970508,[-415.66973988],0.0679723,0.135148711089,1.8995735400512785,-39.4523,-3.42965,300.0,0.655115,0.647714,1736.14247418185,0.532994,0.0188999091132,-41.4682,-208.877448123,0.0188999091132,0.0,56.7443,-7.1635,163000,-0.0888394,0.135148711089,300,0.68594,163000,-208.877448123,1.14537,300,-0.393552
546,-0.264441,0.0,-1.85244,0.00469943850487,5.012345163999271,-205.856704212,57.1966,0.145517924171,163,0.0,0.243581,57.4916,[-329.38210514],-0.759649,-0.0888601,0.0,-47.2595,3.806449629999406,[-329.38210514],0.0697865,0.145517924171,1.37111131099482,-45.4982,-3.34626,300.0,0.554006,0.396264,1746.3259780048393,0.345799,0.00469943850487,-47.2595,-205.856704212,0.00469943850487,0.0,57.1966,-7.56625,164000,-0.03159,0.145517924171,300,0.665185,164000,-205.856704212,1.17654,300,-0.40342
550,-0.265291,0.0,-1.83092,0.0166969938468,5.010743577999165,-125.8552553,56.5725,0.153416876154,164,0.0,0.252753,56.4655,[-329.38210514],-0.954681,-0.112872,0.0,-47.8865,3.6677874559882184,[-811.36304622],0.0661068,0.153416876154,1.245335473018713,-45.8361,-3.66831,300.0,0.719151,0.626951,1756.2463524868472,0.721865,0.0166969938468,-47.8865,-125.8552553,0.0166969938468,0.0,56.5725,-7.60576,165000,-0.0696337,0.153416876154,300,0.737141,165000,-125.8552553,1.28668,300,-0.378973
553,-0.257395,0.0,-1.83735,0.0236169532869,5.011251480000283,-133.799910912,54.8038,0.185919627124,165,0.0,0.23821,54.9693,[-329.38210514],-0.883104,-0.108684,0.0,-50.8486,3.8012268290203792,[-468.71785431],0.0618569,0.185919627124,1.4098932660090213,-49.0914,-3.63141,300.0,0.752164,1.22239,1766.4592880758755,1.55206,0.0236169532869,-50.8486,-133.799910912,0.0236169532869,0.0,54.8038,-9.66554,166000,-0.0512196,0.185919627124,300,0.646578,166000,-133.799910912,1.39755,300,-0.404583
556,-0.256234,0.0,-1.7953,2.00380098718,5.007161245999669,-606.840249718,59.1216,0.34397973931,166,0.0,0.255993,58.9012,[-329.38210514],-1.01733,-0.102727,0.0,-46.1829,4.2061089989892935,[-420.33562652],0.0731035,0.34397973931,1.5291852409809508,-44.4224,-3.65218,300.0,0.707346,1.02079,1777.2023367688435,0.950113,2.00380098718,-46.1829,-606.840249718,2.00380098718,0.0,59.1216,-8.70453,167000,-0.0873685,0.34397973931,300,0.757533,167000,-606.840249718,1.27494,300,-0.430425
560,-0.255568,0.0,-2.03701,0.0140040210778,5.010251073999825,-112.124764758,57.4156,0.130416243943,167,0.0,0.244338,57.5686,[-329.38210514],-0.986214,-0.1005,0.0,-44.6722,4.989061295977081,[-432.0187449],0.0721283,0.130416243943,1.9248928430042724,-42.9592,-3.52508,300.0,0.79206,1.46818,1789.1242784868246,1.24019,0.0140040210778,-44.6722,-112.124764758,0.0140040210778,0.0,57.4156,-8.62097,168000,-0.0560354,0.130416243943,300,0.611476,168000,-112.124764758,1.24855,300,-0.391752
563,-0.247706,0.0,-1.96237,1.68025295883,5.010839698001291,-556.744590862,61.8119,0.721254221252,168,0.0,0.251433,61.5866,[-329.38210514],-0.834926,-0.0912104,0.0,-40.152,4.149638478975248,[-353.35097076],0.0674282,0.721254221252,1.4873246989955078,-38.2215,-3.53637,300.0,0.693735,0.957539,1799.764878807795,1.3562,1.68025295883,-40.152,-556.744590862,1.68025295883,0.0,61.8119,-8.30501,169000,-0.0405372,0.721254221252,300,0.766104,169000,-556.744590862,1.16045,300,-0.39816
566,-0.273217,0.0,-1.71349,0.0139885469684,5.00333018099991,-112.715988518,58.6979,0.1206604356,169,0.0,0.275277,58.7712,[-329.38210514],-0.990338,-0.133716,0.0,-42.6035,4.412646802007657,[-453.34316755],0.0738056,0.1206604356,1.6679772270090325,-40.508,-3.51946,300.0,0.63807,0.435739,1810.8545202278146,0.354693,0.0139885469684,-42.6035,-112.715988518,0.0139885469684,0.0,58.6979,-9.70806,170000,-0.0947687,0.1206604356,300,0.702874,170000,-112.715988518,1.34547,300,-0.418314
570,-0.26141,0.0,-1.94158,0.0130028548306,5.015498930999456,-120.114083904,61.657,0.183559372782,170,0.0,0.256063,61.3066,[-329.38210514],-0.930333,-0.100347,0.0,-45.9854,4.284280592979485,[-471.13236165],0.074817,0.183559372782,1.5749338969944802,-44.5275,-3.43679,300.0,0.793483,0.609191,1821.7350848547885,0.990227,0.0130028548306,-45.9854,-120.114083904,0.0130028548306,0.0,61.657,-8.83817,171000,-0.078294,0.183559372782,300,0.680201,171000,-120.114083904,1.13332,300,-0.404543
573,-0.272606,0.0,-1.80733,0.0194531760251,5.020095890000448,-128.881758841,58.7673,0.146712370119,171,0.0,0.283245,58.8321,[-329.38210514],-0.814782,-0.122206,0.0,-45.3652,3.970635075995233,[-482.14808443],0.0781156,0.146712370119,1.416678416004288,-43.757,-3.43773,300.0,0.784029,0.576869,1832.130650672787,0.538503,0.0194531760251,-45.3652,-128.881758841,0.0194531760251,0.0,58.7673,-8.7121,172000,-0.0671168,0.146712370119,300,0.756037,172000,-128.881758841,1.17736,300,-0.462888
576,-0.263034,0.0,-1.72237,0.0208524021217,5.009225552999851,-169.985834093,60.0355,0.130349408307,172,0.0,0.27147,60.1417,[-329.38210514],-1.0485,-0.114943,0.0,-40.0735,3.7205166070089035,[-484.77783423],0.0748944,0.130349408307,1.394385538997085,-38.2152,-3.65226,300.0,0.745546,0.624152,1842.262779897792,1.13498,0.0208524021217,-40.0735,-169.985834093,0.0208524021217,0.0,60.0355,-7.84904,173000,-0.0769128,0.130349408307,300,0.667054,173000,-169.985834093,1.25815,300,-0.426927
580,-0.252127,0.0,-1.96945,0.00258517305319,5.022929828000997,-146.292249477,57.851,0.113815273787,173,0.0,0.287048,57.5739,[-329.38210514],-1.1091,-0.110977,0.0,-30.7618,4.056496937988413,[-430.12218599],0.0714123,0.113815273787,1.4167102730243641,-28.9442,-3.63713,300.0,0.987053,1.15896,1852.739685022807,0.982875,0.00258517305319,-30.7618,-146.292249477,0.00258517305319,0.0,57.851,-10.4783,174000,-0.10926,0.113815273787,300,0.605696,174000,-146.292249477,1.33401,300,-0.409578
