pool-size,total-samples,return-average,AverageForwardProgress,MeanDistfromGoal,episode-length-min,epoch,qf1-std,mean-sq-bellman-error2,mean-qf-diff,qf1-avg,time-train,return-std,episodes,vf-std,last-path-return,MaxForwardProgress,qf2-std,time-eval,vf-avg,StdForwardProgress,episode-length-std,mean-sq-bellman-error1,qf2-avg,MinForwardProgress,time-sample,max-path-return,episode-length-avg,return-min,episode-length-max,time-total,return-max
1000000,2847000,-4383.82169971,-0.0957989132748,8.45811182535,1000,2846,686.45,1135.01,11.3492,-1471.57,23.890147764934227,0.0,2886,688.772,-1991.18938789,-0.0957989132748,686.45,13.634055346017703,-1469.35,0.0,0.0,1179.31,-1471.57,-0.0957989132748,6.361645263852552,-161.767871771,1000.0,-4383.82169971,1000,131201.34744454967,-4383.82169971
1000000,2848000,-3555.15414209,0.0364085527067,5.66229877036,1000,2847,705.567,426.774,10.2824,-1472.25,21.439031867776066,0.0,2887,698.341,-2901.71156013,0.0364085527067,705.567,16.722664231900126,-1473.51,0.0,0.0,462.621,-1472.25,0.0364085527067,5.184962127124891,-161.767871771,1000.0,-3555.15414209,1000,131244.71986095095,-3555.15414209
1000000,2849000,-2182.09739195,-0.0296723953803,1.3200770272,1000,2848,682.044,248.608,10.3734,-1482.51,24.51971606700681,0.0,2888,687.086,-430.763354415,-0.0296723953803,682.044,16.768371305894107,-1483.17,0.0,0.0,249.387,-1482.51,-0.0296723953803,6.509775968268514,-161.767871771,1000.0,-2182.09739195,1000,131292.54640724044,-2182.09739195
1000000,2850000,-663.106342702,-0.0730519939439,0.99371649574,884,2849,586.7,295.259,11.4537,-1533.14,23.135874984785914,0.0,2890,584.587,-584.80961172,-0.0730519939439,586.7,16.81097792694345,-1526.33,0.0,0.0,209.249,-1533.14,-0.0730519939439,5.690863353665918,-161.767871771,884.0,-663.106342702,884,131336.16106682853,-663.106342702
1000000,2851000,-4361.56247532,-0.161821712263,8.51995535784,1000,2850,627.553,254.983,10.2643,-1500.67,25.58577728806995,0.0,2891,628.8,-266.668078766,-0.161821712263,627.553,14.814281731145456,-1498.4,0.0,0.0,257.888,-1500.67,-0.161821712263,6.89598502824083,-161.767871771,1000.0,-4361.56247532,1000,131385.337874101,-4361.56247532
1000000,2852000,-1409.3164668,-0.150926751653,0.985372976928,999,2851,760.134,1054.43,10.0703,-1499.09,24.625982496188954,0.0,2892,757.062,-3079.30962185,-0.150926751653,760.134,16.721140918089077,-1501.84,0.0,0.0,1014.75,-1499.09,-0.150926751653,5.885483081685379,-161.767871771,999.0,-1409.3164668,999,131432.55765100592,-1409.3164668
1000000,2853000,-2916.41221061,-0.138078770818,4.44948220422,1000,2852,872.067,697.165,12.134,-1447.62,24.372062710346654,0.0,2893,871.129,-2976.33765469,-0.138078770818,872.067,16.734081987990066,-1456.4,0.0,0.0,832.707,-1447.62,-0.138078770818,6.181068470934406,-161.767871771,1000.0,-2916.41221061,1000,131479.8244354229,-2916.41221061
1000000,2854000,-2896.33985142,-0.118825083079,4.49784492062,1000,2853,714.492,439.939,11.277,-1537.65,21.67227699351497,0.0,2894,712.101,-2648.16738082,-0.118825083079,714.492,16.73992720292881,-1543.65,0.0,0.0,389.031,-1537.65,-0.118825083079,5.450896969297901,-161.767871771,1000.0,-2896.33985142,1000,131523.66857382748,-2896.33985142
1000000,2855000,-2074.7354967,0.144736967934,1.50092696189,1000,2854,617.272,1470.38,11.2709,-1540.08,23.846394589869305,0.0,2895,613.945,-3326.39513133,0.144736967934,617.272,16.747963953064755,-1539.9,0.0,0.0,2361.95,-1540.08,0.144736967934,6.452385870972648,-161.767871771,1000.0,-2074.7354967,1000,131570.66848582472,-2074.7354967
1000000,2856000,-1975.63031487,-0.0349855158686,1.68295675389,1000,2855,851.06,569.216,14.01,-1492.75,22.785062414826825,0.0,2896,845.294,-4413.76810968,-0.0349855158686,851.06,16.719497529091313,-1495.73,0.0,0.0,534.153,-1492.75,-0.0349855158686,5.737137763760984,-161.767871771,1000.0,-1975.63031487,1000,131615.8894771433,-1975.63031487
1000000,2857000,-2778.6948789,-0.200963806786,1.73922964768,1000,2856,600.669,389.683,11.4874,-1549.42,24.68942604959011,0.0,2897,597.447,-3766.54583636,-0.200963806786,600.669,16.723269921028987,-1548.38,0.0,0.0,403.614,-1549.42,-0.200963806786,6.612481662537903,-161.767871771,1000.0,-2778.6948789,1000,131663.89264580677,-2778.6948789
1000000,2858000,-3017.62899776,-0.100480374783,4.47716139173,1000,2857,575.79,383.969,11.1593,-1526.02,22.857403974514455,0.0,2898,572.268,-3403.02035087,-0.100480374783,575.79,16.71879388880916,-1539.65,0.0,0.0,395.44,-1526.02,-0.100480374783,5.629675438161939,-161.767871771,1000.0,-3017.62899776,1000,131709.0943491268,-3017.62899776
1000000,2859000,-2631.49529549,-0.0784497134917,1.10108011129,1000,2858,857.486,229.119,11.5515,-1492.36,23.79976353002712,0.0,2899,859.109,-2853.55784214,-0.0784497134917,857.486,16.735791615210474,-1502.24,0.0,0.0,234.842,-1492.36,-0.0784497134917,6.296192131470889,-161.767871771,1000.0,-2631.49529549,1000,131755.9228073901,-2631.49529549
1000000,2860000,-993.92608787,-0.138249966241,0.997737190584,943,2859,672.833,1548.78,12.5784,-1517.44,21.279666737653315,0.0,2900,670.516,-2138.70372442,-0.138249966241,672.833,16.7537110990379,-1521.68,0.0,0.0,2030.89,-1517.44,-0.138249966241,5.222487689461559,-161.767871771,943.0,-993.92608787,943,131798.24789908435,-993.92608787
1000000,2861000,-4426.31617522,-0.120570737896,8.50761355047,1000,2860,777.426,301.18,11.0431,-1440.96,23.627498072804883,0.0,2901,769.184,-2957.02568554,-0.120570737896,777.426,15.851184546016157,-1449.43,0.0,0.0,310.806,-1440.96,-0.120570737896,6.214655156480148,-161.767871771,1000.0,-4426.31617522,1000,131844.8096122644,-4426.31617522
1000000,2862000,-578.704361229,-0.119632939048,0.99339773418,777,2861,535.643,503.672,11.483,-1550.78,21.96519340085797,0.0,2902,536.446,-2958.57682887,-0.119632939048,535.643,16.7350777159445,-1552.8,0.0,0.0,358.627,-1550.78,-0.119632939048,5.373583339620382,-161.767871771,777.0,-578.704361229,777,131885.15773300198,-578.704361229
1000000,2863000,-3448.20160585,0.104343960345,5.52680219315,1000,2862,918.283,819.278,9.85354,-1505.79,24.675674248719588,0.0,2903,921.98,-1078.7830964,0.104343960345,918.283,13.035430673044175,-1496.7,0.0,0.0,813.697,-1505.79,0.104343960345,6.5347033203579485,-161.767871771,1000.0,-3448.20160585,1000,131933.07623648876,-3448.20160585
1000000,2864000,-1169.52826569,-0.231784445768,0.991781314627,972,2863,726.312,331.608,12.798,-1541.19,23.09669274627231,0.0,2904,717.895,-3812.7701443,-0.231784445768,726.312,16.73348346306011,-1533.36,0.0,0.0,365.616,-1541.19,-0.231784445768,5.401496104896069,-161.767871771,972.0,-1169.52826569,972,131977.84654251672,-1169.52826569
1000000,2865000,-527.054111234,-0.154963687039,0.993307498901,800,2864,656.31,235.662,10.1247,-1494.67,25.346969759790227,0.0,2905,655.293,-3004.44649206,-0.154963687039,656.31,16.29585753311403,-1489.34,0.0,0.0,190.718,-1494.67,-0.154963687039,6.650622603483498,-161.767871771,800.0,-527.054111234,800,132023.20379515225,-527.054111234
1000000,2866000,-4410.39694996,-0.136925715332,8.45099493992,1000,2865,819.22,507.045,11.5943,-1520.17,20.70785044133663,0.0,2906,814.339,-3255.6532837,-0.136925715332,819.22,13.382021215977147,-1518.05,0.0,0.0,366.235,-1520.17,-0.136925715332,4.710763831157237,-161.767871771,1000.0,-4410.39694996,1000,132065.33037427627,-4410.39694996
1000000,2867000,-1010.74007513,-0.10393147166,0.992980695149,894,2866,651.936,242.725,12.8642,-1594.84,23.74335997691378,0.0,2907,652.255,-3040.84701736,-0.10393147166,651.936,16.72849647095427,-1589.64,0.0,0.0,213.15,-1594.84,-0.10393147166,6.176625809865072,-161.767871771,894.0,-1010.74007513,894,132110.2428510636,-1010.74007513
1000000,2868000,-2953.44327293,-0.122907922327,4.56535702652,1000,2867,762.992,321.393,13.0215,-1466.52,19.186298042768613,0.0,2908,755.706,-2113.15825561,-0.122907922327,762.992,15.018962732050568,-1466.04,0.0,0.0,290.775,-1466.52,-0.122907922327,4.451180738164112,-161.767871771,1000.0,-2953.44327293,1000,132150.60498342337,-2953.44327293
1000000,2869000,-628.674359523,-0.073992872407,0.999977660811,821,2868,647.991,485.422,13.8756,-1551.69,24.523868039250374,0.0,2909,650.44,-1197.33199368,-0.073992872407,647.991,16.74483539094217,-1557.8,0.0,0.0,614.979,-1551.69,-0.073992872407,6.3192822858691216,-161.767871771,821.0,-628.674359523,821,132195.18597745989,-628.674359523
1000000,2870000,-621.233233033,-0.249020912388,0.998671275619,885,2869,585.367,240.799,10.7402,-1535.59,21.742435245541856,0.0,2910,588.71,-4428.13548232,-0.249020912388,585.367,13.765461364062503,-1540.05,0.0,0.0,128.895,-1535.59,-0.249020912388,5.16372305713594,-161.767871771,885.0,-621.233233033,885,132236.88348261034,-621.233233033
1000000,2871000,-2386.39680702,0.113797498428,1.8246224182,1000,2870,730.154,390.497,12.0472,-1487.83,25.81368393660523,0.0,2911,722.975,-2475.80376705,0.113797498428,730.154,14.811329816002399,-1481.79,0.0,0.0,337.628,-1487.83,0.113797498428,7.0324219760950655,-161.767871771,1000.0,-2386.39680702,1000,132286.45549361384,-2386.39680702
1000000,2872000,-2909.23599096,-0.146188617878,2.02896811648,1000,2871,732.294,502.818,11.7726,-1472.12,22.130196983227506,0.0,2912,735.752,-3012.2465356,-0.146188617878,732.294,16.75347851892002,-1475.96,0.0,0.0,315.929,-1472.12,-0.146188617878,5.559271233156323,-161.767871771,1000.0,-2909.23599096,1000,132330.8785975231,-2909.23599096
1000000,2873000,-2964.80317604,-0.182316724862,4.53149459534,1000,2872,719.562,890.766,11.6622,-1512.46,25.577686683507636,0.0,2913,720.595,-2120.57171519,-0.182316724862,719.562,16.752511095022783,-1512.4,0.0,0.0,819.988,-1512.46,-0.182316724862,7.067089887103066,-161.767871771,1000.0,-2964.80317604,1000,132380.24171820958,-2964.80317604
1000000,2874000,-2937.75135559,-0.128860326216,4.48178918443,1000,2873,820.407,203.858,10.5485,-1491.4,22.00203464156948,0.0,2914,816.137,-3150.75486391,-0.128860326216,820.407,16.746306051965803,-1502.9,0.0,0.0,200.364,-1491.4,-0.128860326216,5.342932325787842,-161.767871771,1000.0,-2937.75135559,1000,132424.29689034703,-2937.75135559
1000000,2875000,-4419.9921896,-0.110783705544,8.49581576926,1000,2874,812.735,299.67,10.1459,-1460.29,25.887206666870043,0.0,2915,813.352,-3505.51035311,-0.110783705544,812.735,16.74717989610508,-1466.31,0.0,0.0,297.768,-1460.29,-0.110783705544,7.124265905702487,-161.767871771,1000.0,-4419.9921896,1000,132474.04559473554,-4419.9921896
1000000,2876000,-557.091180305,-0.166642073905,0.997874876731,773,2875,755.15,214.195,11.743,-1518.09,21.713880016934127,0.0,2916,760.203,-2067.76150366,-0.166642073905,755.15,16.76936619193293,-1522.32,0.0,0.0,181.289,-1518.09,-0.166642073905,5.298991402843967,-161.767871771,773.0,-557.091180305,773,132514.00054502627,-557.091180305
1000000,2877000,-636.181220493,-0.0607590936282,0.996123653684,836,2876,833.233,540.97,11.8421,-1507.11,25.62325018295087,0.0,2917,824.561,-1522.47709575,-0.0607590936282,833.233,12.957018001936376,-1507.91,0.0,0.0,454.948,-1507.11,-0.0607590936282,7.12504259054549,-161.767871771,836.0,-636.181220493,836,132560.7798131425,-636.181220493
1000000,2878000,-556.812220903,-0.29906933674,0.992058439475,772,2877,703.196,1772.74,11.8354,-1537.55,22.03036289708689,0.0,2918,697.588,-4429.355994,-0.29906933674,703.196,14.045992793049663,-1538.93,0.0,0.0,1523.19,-1537.55,-0.29906933674,5.36979679367505,-161.767871771,772.0,-556.812220903,772,132601.07569897175,-556.812220903
1000000,2879000,-662.72140229,-0.305130999733,0.995329732633,835,2878,815.742,923.874,10.5331,-1466.09,25.07703146059066,0.0,2919,814.83,-4427.29419085,-0.305130999733,815.742,12.917130646994337,-1472.79,0.0,0.0,1040.45,-1466.09,-0.305130999733,6.548049981705844,-161.767871771,835.0,-662.72140229,835,132646.6676051959,-662.72140229
1000000,2880000,-3091.70091009,-0.137688760032,4.1416169233,1000,2879,585.696,532.936,11.2267,-1534.76,22.999184045940638,0.0,2920,584.785,-3079.80193483,-0.137688760032,585.696,13.990028548054397,-1527.06,0.0,0.0,457.942,-1534.76,-0.137688760032,5.9564699763432145,-161.767871771,1000.0,-3091.70091009,1000,132692.33309023827,-3091.70091009
1000000,2881000,-2384.72466266,-0.223513782961,1.74983713769,1000,2880,761.593,973.286,10.55,-1506.31,23.427369067212567,0.0,2921,769.57,-2813.68018643,-0.223513782961,761.593,16.73575365310535,-1517.35,0.0,0.0,705.782,-1506.31,-0.223513782961,6.229700995609164,-161.767871771,1000.0,-2384.72466266,1000,132738.74762519915,-2384.72466266
1000000,2882000,-3079.29222893,0.0238733663178,4.46490532467,1000,2881,666.31,229.403,10.2656,-1529.92,22.954316683346406,0.0,2922,661.635,-759.071439199,0.0238733663178,666.31,16.783977682935074,-1536.26,0.0,0.0,243.078,-1529.92,0.0238733663178,5.784795233746991,-161.767871771,1000.0,-3079.29222893,1000,132784.19360775757,-3079.29222893
1000000,2883000,-3348.99145051,-0.0901992486905,3.03654170058,1000,2882,620.7,255.75,9.81929,-1481.27,25.80761782079935,0.0,2923,618.08,-591.374542618,-0.0901992486905,620.7,16.73671940714121,-1476.72,0.0,0.0,240.957,-1481.27,-0.0901992486905,6.824267870280892,-161.767871771,1000.0,-3348.99145051,1000,132833.51690171286,-3348.99145051
1000000,2884000,-2033.56808633,-0.145159413473,1.82103701775,1000,2883,823.772,545.71,12.5819,-1569.88,23.734492181800306,0.0,2924,823.139,-2899.71801996,-0.145159413473,823.772,16.713934959145263,-1575.54,0.0,0.0,591.58,-1569.88,-0.145159413473,6.0250292860437185,-161.767871771,1000.0,-2033.56808633,1000,132880.00770109356,-2033.56808633
1000000,2885000,-3190.77598618,0.0208490810703,5.05208583315,1000,2884,749.395,447.004,12.5582,-1561.93,24.812526902882382,0.0,2925,741.508,-2988.32143905,0.0208490810703,749.395,16.75613770307973,-1575.26,0.0,0.0,536.714,-1561.93,0.0208490810703,6.851322379196063,-161.767871771,1000.0,-3190.77598618,1000,132928.39818194136,-3190.77598618
1000000,2886000,-2339.9132011,0.114816429126,1.3720528706,1000,2885,915.543,1558.36,12.7998,-1494.33,22.152252154890448,0.0,2926,923.369,-2991.27611076,0.114816429126,915.543,16.748466722201556,-1489.15,0.0,0.0,1424.85,-1494.33,0.114816429126,5.557455570669845,-161.767871771,1000.0,-2339.9132011,1000,132972.81264458038,-2339.9132011
1000000,2887000,-3522.94013325,0.012514149826,4.88634831985,1000,2886,653.467,519.646,11.5282,-1505.4,23.689509976655245,0.0,2927,661.735,-4417.8175613,0.012514149826,653.467,16.735904269153252,-1504.06,0.0,0.0,523.963,-1505.4,0.012514149826,6.209284353535622,-161.767871771,1000.0,-3522.94013325,1000,133019.41207021964,-3522.94013325
1000000,2888000,-4431.17818155,-0.110800985083,8.49179383481,1000,2887,715.625,440.6,11.1717,-1507.44,22.848434607498348,0.0,2928,720.547,-2078.68311008,-0.110800985083,715.625,16.73128881910816,-1506.23,0.0,0.0,428.386,-1507.44,-0.110800985083,5.69164767768234,-161.767871771,1000.0,-4431.17818155,1000,133064.66205140902,-4431.17818155
1000000,2889000,-2596.75960154,-0.154202768433,2.16746835402,1000,2888,710.283,271.899,10.8568,-1555.48,25.14801354939118,0.0,2929,709.326,-2124.0441101,-0.154202768433,710.283,16.731176322093233,-1569.41,0.0,0.0,381.867,-1555.48,-0.154202768433,6.992304034298286,-161.767871771,1000.0,-2596.75960154,1000,133113.52757133357,-2596.75960154
1000000,2890000,-1031.25674571,-0.139857024489,0.993602124152,909,2889,685.703,1000.5,10.7577,-1510.2,22.320889486931264,0.0,2930,689.357,-702.79410578,-0.139857024489,685.703,16.749441776890308,-1517.36,0.0,0.0,939.722,-1510.2,-0.139857024489,5.651564673054963,-161.767871771,909.0,-1031.25674571,909,133156.69857747224,-1031.25674571
1000000,2891000,-722.825795467,-0.100932160544,0.997753447373,883,2890,707.98,1077.97,9.9634,-1537.0,24.072307590860873,0.0,2931,711.649,-3012.46463451,-0.100932160544,707.98,15.229743467876688,-1533.27,0.0,0.0,958.58,-1537.0,-0.100932160544,6.542865096591413,-161.767871771,883.0,-722.825795467,883,133202.0636039686,-722.825795467
1000000,2892000,-2582.72179409,0.0314947466214,1.59361554828,1000,2891,773.045,174.036,10.4936,-1560.07,24.017762403236702,0.0,2932,775.438,-2939.70820928,0.0314947466214,773.045,14.771228655939922,-1555.53,0.0,0.0,171.596,-1560.07,0.0314947466214,6.122941721929237,-161.767871771,1000.0,-2582.72179409,1000,133248.92208701,-2582.72179409
1000000,2893000,-1005.21521685,-0.118288011079,0.994316356784,984,2892,946.361,2131.4,12.2747,-1451.58,25.957142245490104,0.0,2933,945.749,-4414.25551608,-0.118288011079,946.361,16.74494534311816,-1458.74,0.0,0.0,1871.45,-1451.58,-0.118288011079,7.132038389099762,-161.767871771,984.0,-1005.21521685,984,133298.4614354372,-1005.21521685
1000000,2894000,-4417.1243852,-0.110315690617,8.51235759387,1000,2893,754.906,1122.66,12.2235,-1543.34,22.888323603430763,0.0,2935,746.493,-448.534008959,-0.110315690617,754.906,16.47767490707338,-1542.66,0.0,0.0,1044.55,-1543.34,-0.110315690617,5.711358452914283,-161.767871771,1000.0,-4417.1243852,1000,133343.80174799194,-4417.1243852
1000000,2895000,-3002.21027249,-0.172008937958,2.55926409114,1000,2894,718.724,202.64,10.9709,-1501.53,24.958358565345407,0.0,2936,718.573,-3234.83698719,-0.172008937958,718.724,16.76466466789134,-1508.56,0.0,0.0,149.703,-1501.53,-0.172008937958,6.6361024235375226,-161.767871771,1000.0,-3002.21027249,1000,133392.1570631354,-3002.21027249
1000000,2896000,-2324.68454209,0.282813829946,1.55574473697,1000,2895,908.985,3780.42,11.7989,-1483.23,21.627407303545624,0.0,2937,917.563,-2922.18199406,0.282813829946,908.985,16.79215207300149,-1480.02,0.0,0.0,3543.84,-1483.23,0.282813829946,5.271659315098077,-161.767871771,1000.0,-2324.68454209,1000,133435.80275354884,-2324.68454209
1000000,2897000,-2672.34939828,-0.109942681236,1.69616712595,1000,2896,816.912,462.88,11.6118,-1480.88,23.703831045888364,0.0,2938,802.803,-2120.39927322,-0.109942681236,816.912,16.770998786902055,-1484.56,0.0,0.0,488.6,-1480.88,-0.109942681236,6.437056474154815,-161.767871771,1000.0,-2672.34939828,1000,133482.65443175216,-2672.34939828
1000000,2898000,-615.138652274,-0.177738220573,0.987916696284,812,2897,582.711,428.841,10.173,-1538.93,22.8999962573871,0.0,2939,581.978,-2883.4844314,-0.177738220573,582.711,16.736175755038857,-1543.26,0.0,0.0,378.236,-1538.93,-0.177738220573,5.58942797081545,-161.767871771,812.0,-615.138652274,812,133524.7261493369,-615.138652274
1000000,2899000,-3059.27326602,-0.162838779691,4.55394460372,1000,2898,687.527,570.123,11.4246,-1537.52,26.050858082715422,0.0,2940,688.22,-299.289138877,-0.162838779691,687.527,13.606486635981128,-1546.71,0.0,0.0,575.342,-1537.52,-0.162838779691,6.893573149573058,-161.767871771,1000.0,-3059.27326602,1000,133574.39414577582,-3059.27326602
1000000,2900000,-3027.17453705,-0.0973954891705,4.46068134082,1000,2899,806.475,346.99,13.4812,-1536.5,23.068053749855608,0.0,2941,808.675,-2874.94110894,-0.0973954891705,806.475,16.745858849026263,-1532.46,0.0,0.0,449.221,-1536.5,-0.0973954891705,5.8536014230921865,-161.767871771,1000.0,-3027.17453705,1000,133620.03561351285,-3027.17453705
1000000,2901000,-3158.56120812,-0.0264003827733,5.56639161479,1000,2900,586.139,788.388,11.6747,-1479.0,24.58475464442745,0.0,2942,582.814,-2234.06899227,-0.0264003827733,586.139,16.75060890102759,-1482.94,0.0,0.0,755.306,-1479.0,-0.0264003827733,6.66180227836594,-161.767871771,1000.0,-3158.56120812,1000,133668.02110253926,-3158.56120812
1000000,2902000,-668.16876499,-0.114459732824,0.990068526999,796,2901,515.641,391.043,11.8843,-1560.74,21.767178632784635,0.0,2943,518.145,-1032.96344563,-0.114459732824,515.641,16.770226349122822,-1565.08,0.0,0.0,507.825,-1560.74,-0.114459732824,5.367830352857709,-161.767871771,796.0,-668.16876499,796,133708.48850232828,-668.16876499
1000000,2903000,-1925.7354246,0.0216689070686,1.59061371143,1000,2902,735.977,287.002,10.635,-1539.28,23.407968858489767,0.0,2944,721.143,-481.245890094,0.0216689070686,735.977,13.360825781943277,-1533.1,0.0,0.0,293.342,-1539.28,0.0216689070686,6.283537212759256,-161.767871771,1000.0,-1925.7354246,1000,133755.01268311054,-1925.7354246
