pool-size,total-samples,return-average,AverageForwardProgress,MeanDistfromGoal,episode-length-min,epoch,qf1-std,mean-sq-bellman-error2,mean-qf-diff,qf1-avg,time-train,return-std,episodes,vf-std,last-path-return,MaxForwardProgress,qf2-std,time-eval,vf-avg,StdForwardProgress,episode-length-std,mean-sq-bellman-error1,qf2-avg,MinForwardProgress,time-sample,max-path-return,episode-length-avg,return-min,episode-length-max,time-total,return-max
1000000,1753000,-4443.29196038,-0.112137088248,8.44602242492,1000,1752,534.616,199.084,9.09829,-1590.68,22.484807546716183,0.0,1769,534.012,-2124.42073473,-0.112137088248,534.616,16.740253987023607,-1598.61,0.0,0.0,205.215,-1590.68,-0.112137088248,5.798632689286023,-161.767871771,1000.0,-4443.29196038,1000,79974.24426453025,-4443.29196038
1000000,1754000,-4430.8920841,-0.143421448184,8.41829874852,1000,1753,445.098,192.055,9.61148,-1571.74,25.597942270338535,0.0,1771,445.056,-618.587896997,-0.143421448184,445.098,16.725380551069975,-1565.86,0.0,0.0,209.66,-1571.74,-0.143421448184,7.113372057210654,-161.767871771,1000.0,-4430.8920841,1000,80023.67193692783,-4430.8920841
1000000,1755000,-4383.96406657,-0.101605809574,8.42782535492,1000,1754,791.697,334.596,11.4463,-1467.22,23.64335949276574,0.0,1772,795.633,-2234.74570967,-0.101605809574,791.697,16.719907735008746,-1460.36,0.0,0.0,299.022,-1467.22,-0.101605809574,5.790138896089047,-161.767871771,1000.0,-4383.96406657,1000,80069.80198197649,-4383.96406657
1000000,1756000,-4411.13748906,-0.0957497069654,8.45351107024,1000,1755,761.715,554.029,12.2442,-1482.32,25.31190355750732,0.0,1773,753.043,-4415.47653666,-0.0957497069654,761.715,16.717660747934133,-1480.58,0.0,0.0,716.75,-1482.32,-0.0957497069654,7.035881477408111,-161.767871771,1000.0,-4411.13748906,1000,80118.85506898048,-4411.13748906
1000000,1757000,-600.439795585,-0.200780642682,0.99818264316,827,1756,465.305,1089.12,10.3964,-1614.35,21.469694259110838,0.0,1774,474.158,-569.023323296,-0.200780642682,465.305,16.714304598979652,-1603.52,0.0,0.0,996.083,-1614.35,-0.200780642682,5.331295502139255,-161.767871771,827.0,-600.439795585,827,80159.48771956074,-600.439795585
1000000,1758000,-2427.15164216,-0.0984568836621,1.72670041454,1000,1757,724.634,587.588,10.1692,-1542.32,24.934517909539863,0.0,1775,719.008,-2515.37957476,-0.0984568836621,724.634,13.857283492106944,-1539.28,0.0,0.0,670.906,-1542.32,-0.0984568836621,7.096924400422722,-161.767871771,1000.0,-2427.15164216,1000,80208.26301711588,-2427.15164216
1000000,1759000,-3375.97954192,0.0222346087204,5.86444347192,1000,1758,679.915,594.256,12.0122,-1531.04,21.519629501039162,0.0,1776,678.652,-1940.46462773,0.0222346087204,679.915,16.759285452077165,-1526.86,0.0,0.0,401.711,-1531.04,0.0222346087204,5.150053820339963,-161.767871771,1000.0,-3375.97954192,1000,80251.66216368857,-3375.97954192
1000000,1760000,-2521.41718274,-0.0178694315305,1.7070249428,1000,1759,839.846,634.02,11.8867,-1559.43,26.068453203188255,0.0,1777,838.249,-570.075754171,-0.0178694315305,839.846,16.741000222042203,-1557.58,0.0,0.0,485.342,-1559.43,-0.0178694315305,7.105691447854042,-161.767871771,1000.0,-2521.41718274,1000,80301.55534716207,-2521.41718274
1000000,1761000,-3524.81694114,-0.307544215556,5.2060166941,1000,1760,681.771,314.845,9.63246,-1618.1,23.676600149367005,0.0,1778,681.493,-1966.23521612,-0.307544215556,681.771,16.736907036043704,-1618.78,0.0,0.0,271.661,-1618.1,-0.307544215556,5.532604753505439,-161.767871771,1000.0,-3524.81694114,1000,80347.46861388208,-3524.81694114
1000000,1762000,-2887.04270894,-0.111859497025,4.52356590267,1000,1761,580.44,277.016,10.7005,-1562.56,25.234780562575907,0.0,1779,585.679,-2906.37227576,-0.111859497025,580.44,16.721715159947053,-1567.24,0.0,0.0,310.124,-1562.56,-0.111859497025,6.941484951414168,-161.767871771,1000.0,-2887.04270894,1000,80396.40728843398,-2887.04270894
1000000,1763000,-3214.07931089,-0.0598312401545,5.63513234703,1000,1762,549.323,428.767,11.6908,-1584.0,20.939934172667563,0.0,1780,550.01,-650.002120582,-0.0598312401545,549.323,16.772859449964017,-1581.02,0.0,0.0,401.329,-1584.0,-0.0598312401545,4.949562194058672,-161.767871771,1000.0,-3214.07931089,1000,80439.03581642266,-3214.07931089
1000000,1764000,-4404.13326133,-0.144319916748,8.46818756511,1000,1763,634.253,668.633,11.2147,-1542.65,24.92635836172849,0.0,1781,642.518,-1997.39868353,-0.144319916748,634.253,16.767920455196872,-1542.25,0.0,0.0,662.665,-1542.65,-0.144319916748,6.681163624627516,-161.767871771,1000.0,-4404.13326133,1000,80487.36389430566,-4404.13326133
1000000,1765000,-1228.57234098,-0.140854466926,0.996798428636,959,1764,720.482,434.596,10.0928,-1539.62,20.848840423393995,0.0,1782,716.925,-4383.32833462,-0.140854466926,720.482,16.735168043058366,-1549.47,0.0,0.0,349.458,-1539.62,-0.140854466926,4.87370977923274,-161.767871771,959.0,-1228.57234098,959,80529.11273665167,-1228.57234098
1000000,1766000,-2689.38509124,0.276736621882,2.84718749848,1000,1765,560.344,630.827,10.2109,-1557.33,25.401467543793842,0.0,1783,560.191,-2961.80618952,0.276736621882,560.344,16.04312196490355,-1558.84,0.0,0.0,664.214,-1557.33,0.276736621882,7.106540989130735,-161.767871771,1000.0,-2689.38509124,1000,80578.35437280149,-2689.38509124
1000000,1767000,-2997.08909614,-0.137775787521,4.45592515683,1000,1766,648.226,1686.96,10.8032,-1515.26,23.215855352813378,0.0,1784,640.473,-4374.40301339,-0.137775787521,648.226,16.749678396852687,-1518.47,0.0,0.0,2318.45,-1515.26,-0.137775787521,5.499894441803917,-161.767871771,1000.0,-2997.08909614,1000,80623.77781334077,-2997.08909614
1000000,1768000,-2643.2902459,0.187327607307,1.51888022145,1000,1767,528.19,802.301,10.0299,-1553.64,25.487499522278085,0.0,1785,525.237,-3131.5577831,0.187327607307,528.19,16.730667883064598,-1548.38,0.0,0.0,717.773,-1553.64,0.187327607307,6.959424222353846,-161.767871771,1000.0,-2643.2902459,1000,80672.95101237879,-2643.2902459
1000000,1769000,-946.694063021,-0.122315079046,0.994176310491,983,1768,588.437,830.202,10.4643,-1540.79,21.64237072598189,0.0,1786,599.588,-2724.31267242,-0.122315079046,588.437,16.74029556615278,-1535.71,0.0,0.0,931.008,-1540.79,-0.122315079046,5.319015009095892,-161.767871771,983.0,-946.694063021,983,80716.35235241614,-946.694063021
1000000,1770000,-836.646666034,0.00619171634589,0.996378105029,836,1769,542.979,207.617,8.82905,-1588.68,24.302425901871175,0.0,1787,547.583,-2160.40354364,0.00619171634589,542.979,16.464671161025763,-1577.64,0.0,0.0,220.152,-1588.68,0.00619171634589,6.627787976991385,-161.767871771,836.0,-836.646666034,836,80761.2576313056,-836.646666034
1000000,1771000,-4404.71647006,-0.119459828138,8.42759210654,1000,1770,623.562,347.256,10.9912,-1583.64,22.921955827390775,0.0,1788,624.383,-3469.92592076,-0.119459828138,623.562,13.98588313208893,-1574.12,0.0,0.0,372.195,-1583.64,-0.119459828138,6.020356354769319,-161.767871771,1000.0,-4404.71647006,1000,80806.9168244875,-4404.71647006
1000000,1772000,-3013.76059445,-0.0285809182474,4.32548586825,1000,1771,641.288,201.398,10.0137,-1532.14,24.911587299313396,0.0,1789,643.265,-2007.90827926,-0.0285809182474,641.288,16.735308460891247,-1534.34,0.0,0.0,198.939,-1532.14,-0.0285809182474,6.960994926979765,-161.767871771,1000.0,-3013.76059445,1000,80855.46761535201,-3013.76059445
1000000,1773000,-382.210020721,-0.262460053214,0.991579495167,785,1772,627.522,135.098,10.5534,-1551.74,24.97214780235663,0.0,1790,628.25,-609.035718877,-0.262460053214,627.522,16.692247182829306,-1544.81,0.0,0.0,168.144,-1551.74,-0.262460053214,6.666684113442898,-161.767871771,785.0,-382.210020721,785,80900.23153636884,-382.210020721
1000000,1774000,-3090.52995031,-0.219387772692,5.98521850994,1000,1773,740.453,324.024,10.1108,-1545.57,26.04958812193945,0.0,1791,737.026,-776.115423189,-0.219387772692,740.453,13.138723002979532,-1554.91,0.0,0.0,380.63,-1545.57,-0.219387772692,7.182835458079353,-161.767871771,1000.0,-3090.52995031,1000,80950.16671096091,-3090.52995031
1000000,1775000,-1145.99669874,-0.152245148147,0.998239485876,945,1774,679.017,257.649,8.97374,-1490.75,24.46845902898349,0.0,1792,676.112,-3012.37032259,-0.152245148147,679.017,16.72035078308545,-1497.78,0.0,0.0,252.987,-1490.75,-0.152245148147,6.801326500950381,-161.767871771,945.0,-1145.99669874,945,80997.224038949,-1145.99669874
1000000,1776000,-4400.13573614,-0.0740556413928,8.52118541261,1000,1775,645.32,204.746,12.384,-1583.92,25.45654883258976,0.0,1793,646.464,-3019.67470073,-0.0740556413928,645.32,15.80232868110761,-1574.33,0.0,0.0,254.235,-1583.92,-0.0740556413928,6.812240522122011,-161.767871771,1000.0,-4400.13573614,1000,81046.23884132807,-4400.13573614
1000000,1777000,-808.192780929,-0.0444331216622,0.994180140565,916,1776,740.977,684.549,9.74117,-1527.71,25.85756771476008,0.0,1794,732.24,-2468.86751623,-0.0444331216622,740.977,16.763727687997743,-1531.9,0.0,0.0,674.992,-1527.71,-0.0444331216622,7.448882387718186,-161.767871771,916.0,-808.192780929,916,81094.92189428979,-808.192780929
1000000,1778000,-708.580324682,-0.252581604195,0.989929656423,842,1777,575.134,1248.06,10.6906,-1576.44,26.207593085244298,0.0,1795,570.447,-2937.25247781,-0.252581604195,575.134,15.395080526126549,-1571.64,0.0,0.0,1084.42,-1576.44,-0.252581604195,7.419409782392904,-161.767871771,842.0,-708.580324682,842,81143.71981774899,-708.580324682
1000000,1779000,-694.912779991,-0.115806876048,0.995474400684,906,1778,826.744,337.726,11.176,-1532.31,26.08313803933561,0.0,1796,830.047,-3430.8469159,-0.115806876048,826.744,15.191957137081772,-1527.73,0.0,0.0,444.669,-1532.31,-0.115806876048,7.8401223151013255,-161.767871771,906.0,-694.912779991,906,81193.76135067944,-694.912779991
1000000,1780000,-3071.72871645,-0.154824599881,4.47293243108,1000,1779,762.332,338.763,11.1939,-1540.05,24.822266653645784,0.0,1797,767.38,-4438.99411184,-0.154824599881,762.332,16.12592440005392,-1536.49,0.0,0.0,591.246,-1540.05,-0.154824599881,6.501848799642175,-161.767871771,1000.0,-3071.72871645,1000,81242.49241980654,-3071.72871645
1000000,1781000,-4414.63142813,-0.138201281581,8.43442350415,1000,1780,658.752,291.265,9.64896,-1592.36,26.486324759898707,0.0,1798,658.735,-4421.14814991,-0.138201281581,658.752,17.427418360952288,-1590.79,0.0,0.0,346.545,-1592.36,-0.138201281581,7.740950079401955,-161.767871771,1000.0,-4414.63142813,1000,81293.47704226687,-4414.63142813
1000000,1782000,-2155.06410081,-0.192539703885,1.8175143632,1000,1781,663.032,269.05,9.73408,-1577.93,25.803984604775906,0.0,1799,677.722,-2941.54566932,-0.192539703885,663.032,16.773125348845497,-1571.48,0.0,0.0,269.849,-1577.93,-0.192539703885,6.787523411447182,-161.767871771,1000.0,-2155.06410081,1000,81342.88866516715,-2155.06410081
1000000,1783000,-2261.70555329,-0.10604821676,1.64776116091,1000,1782,708.029,214.948,10.6206,-1611.74,26.424948224565014,0.0,1800,708.677,-2136.54509415,-0.10604821676,708.029,16.841092059854418,-1610.07,0.0,0.0,292.881,-1611.74,-0.10604821676,7.60697628185153,-161.767871771,1000.0,-2261.70555329,1000,81393.98185660061,-2261.70555329
1000000,1784000,-2286.11230073,-0.296105187737,1.76328246166,1000,1783,675.734,184.893,10.0422,-1548.73,23.467144321184605,0.0,1801,680.011,-3008.89053108,-0.296105187737,675.734,17.07400700310245,-1544.42,0.0,0.0,128.809,-1548.73,-0.296105187737,5.717551694251597,-161.767871771,1000.0,-2286.11230073,1000,81440.353659146,-2286.11230073
1000000,1785000,-3072.42639947,-0.276468253977,3.0981545871,1000,1784,559.456,616.383,10.2722,-1533.54,26.04833006928675,0.0,1802,549.856,-4429.2133967,-0.276468253977,559.456,17.202953597996384,-1553.01,0.0,0.0,722.909,-1533.54,-0.276468253977,7.474388047819957,-161.767871771,1000.0,-3072.42639947,1000,81491.09797436208,-3072.42639947
1000000,1786000,-4376.88603129,-0.144095659051,8.59527760458,1000,1785,674.975,247.366,9.3704,-1529.17,23.973908591782674,0.0,1803,674.988,-3005.71684265,-0.144095659051,674.975,17.255579815013334,-1529.14,0.0,0.0,290.002,-1529.17,-0.144095659051,6.160516663687304,-161.767871771,1000.0,-4376.88603129,1000,81538.27451938158,-4376.88603129
1000000,1787000,-2935.5005812,-0.13055006603,4.50691951926,1000,1786,773.106,244.743,10.0647,-1560.22,26.512555655790493,0.0,1804,774.727,-4440.08126419,-0.13055006603,773.106,17.05154923698865,-1562.93,0.0,0.0,327.244,-1560.22,-0.13055006603,7.744807507144287,-161.767871771,1000.0,-2935.5005812,1000,81589.35677312827,-2935.5005812
1000000,1788000,-3253.55405258,0.0177505258688,4.6315673897,1000,1787,647.042,425.013,9.64957,-1544.31,25.075784570770338,0.0,1805,634.569,-2132.75208153,0.0177505258688,647.042,16.848927632905543,-1549.64,0.0,0.0,373.7,-1544.31,0.0177505258688,6.601619831519201,-161.767871771,1000.0,-3253.55405258,1000,81637.80617235135,-3253.55405258
1000000,1789000,-4435.94393762,-0.14097740066,8.44695602012,1000,1788,665.873,287.642,11.2601,-1560.61,26.935316611779854,0.0,1806,663.22,-2313.40285173,-0.14097740066,665.873,16.78088168404065,-1567.55,0.0,0.0,307.08,-1560.61,-0.14097740066,7.859016002388671,-161.767871771,1000.0,-4435.94393762,1000,81689.46400421578,-4435.94393762
1000000,1790000,-2662.22976344,-0.146332784375,2.46079569117,1000,1789,624.354,519.452,9.85021,-1572.48,24.156531475717202,0.0,1807,617.55,-4403.32195363,-0.146332784375,624.354,16.882345201913267,-1574.54,0.0,0.0,472.485,-1572.48,-0.146332784375,6.470784025033936,-161.767871771,1000.0,-2662.22976344,1000,81737.3331987143,-2662.22976344
1000000,1791000,-953.015699339,-0.174721798428,0.990927234245,903,1790,673.505,430.147,10.5897,-1518.84,26.63133791880682,0.0,1808,669.116,-3134.26667754,-0.174721798428,673.505,17.25517566106282,-1515.93,0.0,0.0,389.066,-1518.84,-0.174721798428,7.372832507360727,-161.767871771,903.0,-953.015699339,903,81786.98978977976,-953.015699339
1000000,1792000,-4429.0964993,-0.15215434604,8.46654621185,1000,1791,766.522,1107.6,10.5925,-1502.52,25.996547386981547,0.0,1809,763.582,-2936.71998211,-0.15215434604,766.522,15.672310177935287,-1501.63,0.0,0.0,1088.92,-1502.52,-0.15215434604,7.310514192096889,-161.767871771,1000.0,-4429.0964993,1000,81837.06901053037,-4429.0964993
1000000,1793000,-1984.81156392,0.0249937117931,1.91455028228,1000,1792,567.956,999.504,9.04679,-1536.04,25.75569163961336,0.0,1810,566.413,-4446.86498008,0.0249937117931,567.956,16.786734056891873,-1533.04,0.0,0.0,1002.26,-1536.04,0.0249937117931,7.559226530836895,-161.767871771,1000.0,-1984.81156392,1000,81887.48348563886,-1984.81156392
1000000,1794000,-3036.79150899,-0.155266897432,4.40494806979,1000,1793,616.506,504.331,8.93733,-1528.26,26.450187096372247,0.0,1811,618.537,-2859.28403843,-0.155266897432,616.506,17.150169200031087,-1532.38,0.0,0.0,561.358,-1528.26,-0.155266897432,7.807787325698882,-161.767871771,1000.0,-3036.79150899,1000,81938.44749629428,-3036.79150899
1000000,1795000,-2145.33587223,0.103064955029,1.5370728149,1000,1794,585.134,922.493,9.66191,-1552.99,26.88969598757103,0.0,1812,579.756,-4430.41991389,0.103064955029,585.134,16.69867150299251,-1561.53,0.0,0.0,944.839,-1552.99,0.103064955029,7.830978392856196,-161.767871771,1000.0,-2145.33587223,1000,81990.18012676272,-2145.33587223
1000000,1796000,-1245.89715476,-0.187338254062,0.993763477978,992,1795,594.967,363.057,10.3777,-1542.77,25.23661048593931,0.0,1813,595.54,-2257.40128646,-0.187338254062,594.967,17.027232808060944,-1540.33,0.0,0.0,339.872,-1542.77,-0.187338254062,6.831405729521066,-161.767871771,992.0,-1245.89715476,992,82038.81265303865,-1245.89715476
1000000,1797000,-4421.93544149,-0.113773364833,8.44735016779,1000,1796,791.357,246.183,10.7492,-1483.23,24.847637560917065,0.0,1814,788.875,-2159.67115832,-0.113773364833,791.357,16.57542389887385,-1491.56,0.0,0.0,294.9,-1483.23,-0.113773364833,6.482798218494281,-161.767871771,1000.0,-4421.93544149,1000,82086.85161402216,-4421.93544149
1000000,1798000,-1159.33696759,-0.185223117814,0.991088083323,982,1797,705.211,374.958,10.4227,-1556.02,24.648386862361804,0.0,1816,706.786,-1141.89011392,-0.185223117814,705.211,16.736346481833607,-1541.3,0.0,0.0,434.384,-1556.02,-0.185223117814,6.668126949807629,-161.767871771,982.0,-1159.33696759,982,82134.58890842926,-1159.33696759
1000000,1799000,-2319.12448206,0.134372770394,1.54599059027,1000,1798,553.482,661.201,9.22581,-1626.18,24.480105847585946,0.0,1817,554.094,-3004.99343617,0.134372770394,553.482,16.43762685987167,-1624.16,0.0,0.0,600.307,-1626.18,0.134372770394,6.33232237235643,-161.767871771,1000.0,-2319.12448206,1000,82182.13255392457,-2319.12448206
1000000,1800000,-549.099339907,-0.00804764295932,0.992358990485,830,1799,655.879,253.065,10.1922,-1545.69,26.385595658794045,0.0,1818,659.28,-932.287974616,-0.00804764295932,655.879,16.751632730010897,-1542.97,0.0,0.0,192.713,-1545.69,-0.00804764295932,7.288449521176517,-161.767871771,830.0,-549.099339907,830,82229.66355525213,-549.099339907
1000000,1801000,-508.352656744,-0.0739380293479,0.987614620989,815,1800,561.269,256.243,9.65739,-1500.91,24.803136858623475,0.0,1819,559.829,-1250.63884758,-0.0739380293479,561.269,13.867135501932353,-1500.94,0.0,0.0,257.678,-1500.91,-0.0739380293479,6.577467699535191,-161.767871771,815.0,-508.352656744,815,82274.67574871425,-508.352656744
1000000,1802000,-3079.29625436,0.194936408067,4.67661633575,1000,1801,711.39,767.401,9.84085,-1490.0,25.747349636629224,0.0,1820,703.699,-2218.98262803,0.194936408067,711.39,13.650124832056463,-1505.28,0.0,0.0,838.065,-1490.0,0.194936408067,7.238436744781211,-161.767871771,1000.0,-3079.29625436,1000,82324.35171665018,-3079.29625436
1000000,1803000,-2824.94757425,-0.213596934165,3.44611600838,1000,1802,686.91,265.536,10.4956,-1551.61,23.543152972124517,0.0,1821,672.041,-2622.02133274,-0.213596934165,686.91,16.70161013887264,-1562.61,0.0,0.0,316.651,-1551.61,-0.213596934165,6.069838611874729,-161.767871771,1000.0,-2824.94757425,1000,82370.71127179894,-2824.94757425
1000000,1804000,-2888.81869096,-0.107831887252,4.4101534429,1000,1803,767.455,325.633,11.1109,-1494.18,24.85476741939783,0.0,1822,763.897,-916.242364508,-0.107831887252,767.455,16.762144688051194,-1483.73,0.0,0.0,333.261,-1494.18,-0.107831887252,6.773061651503667,-161.767871771,1000.0,-2888.81869096,1000,82419.0534055261,-2888.81869096
1000000,1805000,-966.614849596,-0.301322320665,0.99667143546,891,1804,522.82,363.682,10.5017,-1585.77,22.51659708446823,0.0,1823,518.167,-2466.13698254,-0.301322320665,522.82,16.727214351063594,-1597.63,0.0,0.0,434.531,-1585.77,-0.301322320665,5.5935776005499065,-161.767871771,891.0,-966.614849596,891,82462.06133945263,-966.614849596
1000000,1806000,-2174.50131395,0.0322116609859,1.73624554784,1000,1805,649.997,6092.55,10.9076,-1535.77,25.64034777507186,0.0,1824,641.709,-2487.17600362,0.0322116609859,649.997,14.91841153614223,-1522.31,0.0,0.0,6039.2,-1535.77,0.0322116609859,6.746100666932762,-161.767871771,1000.0,-2174.50131395,1000,82511.13268517074,-2174.50131395
1000000,1807000,-3042.62048312,-0.159319727361,3.15997722393,1000,1806,806.471,271.393,10.4533,-1564.08,23.550977101782337,0.0,1825,808.758,-3331.81276684,-0.159319727361,806.471,16.698858477873728,-1567.38,0.0,0.0,246.915,-1564.08,-0.159319727361,5.764280617237091,-161.767871771,1000.0,-3042.62048312,1000,82557.13360312884,-3042.62048312
1000000,1808000,-2893.41539919,-0.148878796116,3.23249795902,1000,1807,641.405,384.53,10.7012,-1536.61,26.100284045096487,0.0,1826,644.454,-2636.3260052,-0.148878796116,641.405,16.70148805808276,-1532.3,0.0,0.0,415.005,-1536.61,-0.148878796116,6.961614402476698,-161.767871771,1000.0,-2893.41539919,1000,82606.92680043052,-2893.41539919
1000000,1809000,-566.227149831,-0.220286875792,0.987452444626,812,1808,819.647,1010.47,11.3937,-1499.21,21.228666761890054,0.0,1827,827.56,-3322.21042188,-0.220286875792,819.647,16.74547198601067,-1501.87,0.0,0.0,1032.66,-1499.21,-0.220286875792,5.109189276583493,-161.767871771,812.0,-566.227149831,812,82646.88009505905,-566.227149831
1000000,1810000,-3064.43105702,-0.150530494047,5.43127538754,1000,1809,629.028,192.508,10.4397,-1578.6,24.591815112624317,0.0,1828,632.862,-868.55811933,-0.150530494047,629.028,13.630885737016797,-1573.27,0.0,0.0,185.399,-1578.6,-0.150530494047,6.840318129397929,-161.767871771,1000.0,-3064.43105702,1000,82695.06738482649,-3064.43105702
1000000,1811000,-2912.74465579,-0.119760901233,4.3899175516,1000,1810,798.597,379.095,11.3427,-1516.31,21.069782726466656,0.0,1829,804.024,-3008.36476946,-0.119760901233,798.597,16.774735591141507,-1512.86,0.0,0.0,527.498,-1516.31,-0.119760901233,5.171982793835923,-161.767871771,1000.0,-2912.74465579,1000,82738.0764250576,-2912.74465579
1000000,1812000,-4442.92863592,-0.153858984434,8.49087149325,1000,1811,708.215,669.568,10.6369,-1513.25,24.87338542449288,0.0,1830,719.384,-4530.03150411,-0.153858984434,708.215,16.77524214494042,-1511.96,0.0,0.0,664.164,-1513.25,-0.153858984434,6.734439054969698,-161.767871771,1000.0,-4442.92863592,1000,82786.38424893096,-4442.92863592
1000000,1813000,-951.490900784,-0.310529363216,0.990036784584,907,1812,513.857,1190.6,9.76455,-1583.35,22.83842394151725,0.0,1831,517.394,-2068.25503183,-0.310529363216,513.857,16.71560206799768,-1575.24,0.0,0.0,1163.84,-1583.35,-0.310529363216,5.465184897417203,-161.767871771,907.0,-951.490900784,907,82829.85552284936,-951.490900784
1000000,1814000,-4425.21189983,-0.115524021126,8.48049826287,1000,1813,629.946,567.925,10.1574,-1537.23,26.620991253759712,0.0,1832,638.067,-2143.4943829,-0.115524021126,629.946,15.195128354011104,-1529.94,0.0,0.0,509.395,-1537.23,-0.115524021126,7.288325214525685,-161.767871771,1000.0,-4425.21189983,1000,82880.5082123056,-4425.21189983
1000000,1815000,-4444.45354198,-0.130988296941,8.55059590444,1000,1814,708.449,1779.07,10.7056,-1526.0,21.985300104133785,0.0,1833,710.367,-807.509108473,-0.130988296941,708.449,16.750886509893462,-1529.03,0.0,0.0,1349.22,-1526.0,-0.130988296941,5.27573259267956,-161.767871771,1000.0,-4444.45354198,1000,82924.49281166028,-4444.45354198
1000000,1816000,-3192.0399896,-0.0112511175761,5.74868819056,1000,1815,635.312,348.978,10.2914,-1610.56,24.85937972413376,0.0,1834,630.931,-1198.60752223,-0.0112511175761,635.312,16.73865590710193,-1609.68,0.0,0.0,338.335,-1610.56,-0.0112511175761,6.750402017729357,-161.767871771,1000.0,-3192.0399896,1000,82972.84210455418,-3192.0399896
1000000,1817000,-2141.35056652,-0.287567794601,1.74668936896,1000,1816,731.476,327.648,10.162,-1513.63,21.900536858243868,0.0,1835,717.296,-3020.18004356,-0.287567794601,731.476,16.75984855997376,-1511.88,0.0,0.0,300.208,-1513.63,-0.287567794601,5.328439120668918,-161.767871771,1000.0,-2141.35056652,1000,83016.79451287328,-2141.35056652
1000000,1818000,-3031.71952626,-0.124024130929,4.47683988053,1000,1817,630.625,344.682,9.87213,-1532.75,24.919084497960284,0.0,1836,632.222,-2472.66619808,-0.124024130929,630.625,16.738870887085795,-1539.75,0.0,0.0,252.746,-1532.75,-0.124024130929,6.825226951856166,-161.767871771,1000.0,-3031.71952626,1000,83065.24927473138,-3031.71952626
1000000,1819000,-2313.77905666,0.0455294512362,1.63553465194,1000,1818,652.215,2111.18,10.7722,-1534.15,24.14168863114901,0.0,1837,651.137,-2480.2822949,0.0455294512362,652.215,16.721949027851224,-1541.37,0.0,0.0,2011.43,-1534.15,0.0455294512362,6.12251368095167,-161.767871771,1000.0,-2313.77905666,1000,83112.21695563314,-2313.77905666
1000000,1820000,-4476.51206063,-0.134895111589,8.55297104965,1000,1819,617.384,528.36,10.6153,-1528.84,25.770133757265285,0.0,1838,611.052,-2742.80563747,-0.134895111589,617.384,16.72073104698211,-1530.14,0.0,0.0,431.66,-1528.84,-0.134895111589,7.099562039831653,-161.767871771,1000.0,-4476.51206063,1000,83161.76641414105,-4476.51206063
1000000,1821000,-2968.78917071,-0.151107191586,4.40037489018,1000,1820,731.622,610.979,10.5366,-1536.35,22.927827668143436,0.0,1839,722.843,-2938.78310509,-0.151107191586,731.622,16.70505498186685,-1530.48,0.0,0.0,541.538,-1536.35,-0.151107191586,5.844549386762083,-161.767871771,1000.0,-2968.78917071,1000,83207.24109961372,-2968.78917071
1000000,1822000,-4450.87776498,-0.123153638051,8.42318452495,1000,1821,640.374,964.292,9.09567,-1567.35,24.93235543463379,0.0,1840,638.997,-4383.94316266,-0.123153638051,640.374,16.716254320926964,-1566.31,0.0,0.0,892.258,-1567.35,-0.123153638051,6.631097043631598,-161.767871771,1000.0,-4450.87776498,1000,83255.53972835327,-4450.87776498
1000000,1823000,-4414.08115781,-0.117483817584,8.48887203314,1000,1822,601.97,221.929,9.66171,-1505.83,22.975931727094576,0.0,1841,604.252,-1311.99682792,-0.117483817584,601.97,16.753888583974913,-1516.84,0.0,0.0,211.485,-1505.83,-0.117483817584,5.897913262015209,-161.767871771,1000.0,-4414.08115781,1000,83301.14633901115,-4414.08115781
1000000,1824000,-1205.79961873,-0.192342293724,0.994831297992,976,1823,506.496,464.972,8.99527,-1595.22,25.592398663284257,0.0,1842,505.51,-1109.06634361,-0.192342293724,506.496,16.748531370889395,-1598.72,0.0,0.0,277.896,-1595.22,-0.192342293724,7.276268922490999,-161.767871771,976.0,-1205.79961873,976,83350.30978961242,-1205.79961873
1000000,1825000,-2278.51966391,0.13834745882,1.59501291384,1000,1824,604.427,282.635,10.6645,-1596.85,24.207967318827286,0.0,1843,605.816,-3096.59798919,0.13834745882,604.427,16.3132958910428,-1600.01,0.0,0.0,206.479,-1596.85,0.13834745882,6.440305547788739,-161.767871771,1000.0,-2278.51966391,1000,83397.66177088534,-2278.51966391
1000000,1826000,-2205.87658023,-0.0406551242936,1.260444433,1000,1825,718.638,500.009,9.97289,-1541.76,25.791841960744932,0.0,1844,709.953,-2078.03917258,-0.0406551242936,718.638,16.725814618868753,-1541.94,0.0,0.0,542.728,-1541.76,-0.0406551242936,7.215918278088793,-161.767871771,1000.0,-2205.87658023,1000,83447.40325768106,-2205.87658023
1000000,1827000,-4396.49207249,-0.101254684557,8.4824201664,1000,1826,886.827,230.884,11.0574,-1467.57,23.79738091258332,0.0,1845,886.778,-918.259243104,-0.101254684557,886.827,16.751910276943818,-1453.88,0.0,0.0,207.573,-1467.57,-0.101254684557,6.291920383227989,-161.767871771,1000.0,-4396.49207249,1000,83494.27793098963,-4396.49207249
1000000,1828000,-2505.06580835,0.00429696188757,1.46635179016,1000,1827,511.125,238.068,10.569,-1584.81,24.323198384372517,0.0,1846,511.679,-2522.57147936,0.00429696188757,511.125,16.80166405090131,-1589.14,0.0,0.0,318.125,-1584.81,0.00429696188757,6.7970477908384055,-161.767871771,1000.0,-2505.06580835,1000,83542.13161312556,-2505.06580835
